강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,,,수강인원,수강정원,강의평점
교양선택,전학년,0941002-27,수학I,이은정,"수08 목05 ,06 [S1-2-202(41-202)]",3,,,35,40,0
교양선택,전학년,0941002-28,수학I,엄연석,"수02 금01 ,02 [S1-2-305(41-305)]",3,,,34,40,3.5
교양선택,전학년,0941002-29,수학I,최진필,"수02 금01 ,02 [S1-3-202(42-202)]",3,,,37,40,5
교양선택,전학년,0941002-30,수학I,피영진,"목07 금06 ,07 [S1-2-202(41-202)]",3,,,38,40,0
교양선택,전학년,0934006-01,합창,박미경,"월05 ,06 ,07 [S21-4-146(92-146)]",3,,,31,70,3.76
교양선택,전학년,0934006-02,합창,박광우,"월01 ,02 ,03 [S21-4-146(92-146)]",3,,,69,70,4.89
교양선택,전학년,0934006-03,합창,허성희,"화01 ,02 ,03 [S21-4-146(92-146)]",3,,,72,70,4.54
교양선택,전학년,0934006-04,합창,김지영,"목02 ,03 ,04 [S21-4-146(92-146)]",3,,,77,70,4.79
교양선택,전학년,0934006-05,합창,백은경,"수05 ,06 ,07 [S21-4-146(92-146)]",3,,,62,70,3.42
교직필수,전학년,7400090-01,산업체 현장실습,이철우,"토00 ,01 ,02 ,03 [가상강의실]",0,,,1,200,0
교직필수,전학년,7400501-01,교육학개론,이동윤,"목04 ,05 [E1-2-331(81-331)]",2,,,34,30,4.86
교직필수,전학년,7400502-01,교육심리,장유진,"화02 ,03 [N14-106(56-106)]",2,,,26,30,4.68
교직필수,전학년,7400503-01,교육사회,김영철,"화01 ,02 [N14-202(56-202)]",2,,,25,30,4.38
교직필수,전학년,7400504-01,교육철학및교육사,서범종,"목06 ,07 [N14-203(56-203)]",2,,,32,30,4
교직필수,전학년,7400506-01,교육방법및교육공학,변호승,"목08 ,09 [E1-2-212(81-212)]",2,,,26,30,3.6
교직필수,전학년,7400507-01,교육행정 및 교육경영,이정미,"목06 ,07 [N14-106(56-106)]",2,,,29,30,4.36
교직필수,전학년,7400508-01,교육과정,김광민,"수02 ,03 [N14-201(56-201)]",2,,,22,30,4.22
교직필수,전학년,7400509-01,교육평가,길혜지,"수01 ,02 [E1-2-212(81-212)]",2,,,31,30,4.47
교직필수,전학년,7400511-01,교직실무,박동환,"월07 ,08 [N14-203(56-203)]",2,,,27,30,3.27
교직필수,전학년,7400514-01,교육봉사,변호승,"토00 ,01 ,02 ,03 [가상강의실]",2,,,73,300,0
교직필수,전학년,7400515-01,생활지도 및 상담,이종연,"목07 ,08 [N14-201(56-201)]",2,,,15,30,3.36
교직필수,전학년,7400516-01,특수교육학개론,박현주,"화02 ,03 [N14-103(56-103)]",2,,,15,30,4.25
교직필수,전학년,7400519-01,학교폭력 예방 및 학생의 이해,김서이,"화02 ,03 [N14-203(56-203)]",2,,,24,30,4.79
교직필수,전학년,7400653-01,교육실습Ⅱ,장유진,월00 화00 수00 목00 [N13-301-2(59-301-2)],2,,,4,40,0
교직필수,전학년,7400655-01,교육실습Ⅱ,변호승,"토04 ,05 ,06 ,07 [가상강의실]",2,,,39,200,0
교직,전학년,9100004-01,교육의사회적기초,곽태진,"07.14(목) 07 ,08 ,09 07.15(금) 07 ,08 ,09 07.18(월) 07 ,08 ,09 07.19(화) 07 ,08 ,09 07.20(수) 07 ,08 ,09 07.21(목) 07 ,08 ,09 07.22(금) 07 ,08 ,09 07.25(월) 07 ,08 ,09 07.26(화) 07 ,08 ,09 07.27(수) 07 ,08 ,09 07.28(목) 07 ,08 ,09 07.29(금) 07 ,08 ,09 08.01(월) 07 ,08",3,,,1,0,0
교직필수,전학년,7400090-02,산업체 현장실습,강문희,"토08 ,09 ,10 ,11 [가상강의실]",0,,,2,200,0
교직필수,전학년,7400501-02,교육학개론,이동윤,"목06 ,07 [E1-2-331(81-331)]",2,,,32,30,4.86
교직필수,전학년,7400502-02,교육심리,장용희,"화02 ,03 [N7-406]",2,,,18,30,3.44
교직필수,전학년,7400503-02,교육사회,김영철,"화07 ,08 [N14-202(56-202)]",2,,,29,30,4.4
교직필수,전학년,7400504-02,교육철학및교육사,최승현,"화02 ,03 [N14-107(56-107)]",2,,,28,30,4.83
교직필수,전학년,7400506-02,교육방법및교육공학,변호승,"금02 ,03 [E1-2-212(81-212)]",2,,,28,30,3.57
교직필수,전학년,7400507-02,교육행정 및 교육경영,우영옥,"수08 ,09 [N14-202(56-202)]",2,,,35,30,4.33
교직필수,전학년,7400508-02,교육과정,진영석,"목02 ,03 [N14-202(56-202)]",2,,,24,30,3.38
교직필수,전학년,7400509-02,교육평가,이진실,"금07 ,08 [E1-2-212(81-212)]",2,,,30,30,4.86
교직필수,전학년,7400511-02,교직실무,박동환,"월09 ,10 [N14-203(56-203)]",2,,,11,30,3.27
교직필수,전학년,7400515-02,생활지도 및 상담,김복미,"금02 ,03 [N14-202(56-202)]",2,,,30,30,4.2
교직필수,전학년,7400516-02,특수교육학개론,박현주,"화05 ,06 [N14-103(56-103)]",2,,,1,30,4.25
교직필수,전학년,7400519-02,학교폭력 예방 및 학생의 이해,김서이,"화05 ,06 [N14-203(56-203)]",2,,,27,30,4.79
교직필수,전학년,7400653-02,교육실습Ⅱ,하윤섭,"토04 ,05 ,06 ,07 [가상강의실]",2,,,23,40,0
교직필수,전학년,7400502-03,교육심리,장용희,"화05 ,06 [N7-406]",2,,,18,30,3.44
교직필수,전학년,7400503-03,교육사회,김재영,"화06 ,07 [N14-106(56-106)]",2,,,13,30,2.3
교직필수,전학년,7400504-03,교육철학및교육사,이동윤,"목08 ,09 [E1-2-331(81-331)]",2,,,30,30,4.87
교직필수,전학년,7400506-03,교육방법및교육공학,김미정,"목02 ,03 [E1-2-331(81-331)]",2,,,33,30,3.97
교직필수,전학년,7400507-03,교육행정 및 교육경영,심현기,"월08 ,09 [N14-202(56-202)]",2,,,27,30,5
교직필수,전학년,7400508-03,교육과정,진영석,"목05 ,06 [N14-202(56-202)]",2,,,25,30,3.37
교직필수,전학년,7400509-03,교육평가,조시정,"화05 ,06 [E1-2-212(81-212)]",2,,,15,30,0
교직필수,전학년,7400511-03,교직실무,반채익,"화08 ,09 [N14-701(56-701)]",2,,,0,30,0
교직필수,전학년,7400515-03,생활지도 및 상담,김선례,"월03 ,04 [N14-202(56-202)]",2,,,27,30,2.74
교직필수,전학년,7400516-03,특수교육학개론,박현주,"화07 ,08 [N14-103(56-103)]",2,,,3,30,4.25
교직필수,전학년,7400519-03,학교폭력 예방 및 학생의 이해,김서이,"화07 ,08 [N14-203(56-203)]",2,,,20,30,4.79
교직필수,전학년,7400653-03,교육실습Ⅱ,한광택,"토04 ,05 ,06 ,07 [가상강의실]",2,,,16,40,0
교직필수,전학년,7400502-04,교육심리,장용희,"화07 ,08 [N7-406]",2,,,3,30,3.44
교직필수,전학년,7400503-04,교육사회,김재영,"화08 ,09 [N14-106(56-106)]",2,,,11,30,2.3
교직필수,전학년,7400506-04,교육방법및교육공학,이선아,"수02 ,03 [N14-202(56-202)]",2,,,28,30,5
교직필수,전학년,7400507-04,교육행정 및 교육경영,김지연,"화08 ,09 [N14-107(56-107)]",2,,,27,30,4
교직필수,전학년,7400508-04,교육과정,진영석,"목07 ,08 [N14-202(56-202)]",2,,,17,30,3.38
교직필수,전학년,7400509-04,교육평가,조시정,"화07 ,08 [E1-2-212(81-212)]",2,,,6,30,0
교직필수,전학년,7400511-04,교직실무,조옥선,"목08 ,09 [N14-203(56-203)]",2,,,14,30,0
교직필수,전학년,7400515-04,생활지도 및 상담,김선례,"월05 ,06 [N14-202(56-202)]",2,,,27,30,2.82
교직필수,전학년,7400516-04,특수교육학개론,이미애,"화02 ,03 [N14-201(56-201)]",2,,,13,30,4.56
교직필수,전학년,7400519-04,학교폭력 예방 및 학생의 이해,김연중,"수02 ,03 [N14-203(56-203)]",2,,,23,30,4.61
교직필수,전학년,7400653-04,교육실습Ⅱ,이정빈,"토04 ,05 ,06 ,07 [가상강의실]",2,,,6,40,0
교직필수,전학년,7400507-05,교육행정 및 교육경영,김희성,"월02 ,03 [E1-2-331(81-331)]",2,,,31,30,5
교직필수,전학년,7400511-05,교직실무,이규환,"목10 ,11 [N14-202(56-202)]",2,,,24,30,0
교직필수,전학년,7400516-05,특수교육학개론,이미애,"화05 ,06 [N14-201(56-201)]",2,,,16,30,4.56
교직필수,전학년,7400519-05,학교폭력 예방 및 학생의 이해,김연중,"수05 ,06 [N14-203(56-203)]",2,,,27,30,4.61
교직필수,전학년,7400653-05,교육실습Ⅱ,이재열,"토04 ,05 ,06 ,07 [가상강의실]",2,,,17,40,0
교직필수,전학년,7400511-06,교직실무,이상명,"수11 ,12 [N14-202(56-202)]",2,,,11,30,0
교직필수,전학년,7400516-06,특수교육학개론,이미애,"화07 ,08 [N14-201(56-201)]",2,,,14,30,4.56
교직필수,전학년,7400519-06,학교폭력 예방 및 학생의 이해,김연중,"수07 ,08 [N14-203(56-203)]",2,,,23,30,4.6
교직필수,전학년,7400653-06,교육실습Ⅱ,오연주,"토04 ,05 ,06 ,07 [가상강의실]",2,,,7,40,0
교직필수,전학년,7400511-07,교직실무,남기엽,"목07 ,08 [N14-206(56-206)]",2,,,7,30,0
교직필수,전학년,7400653-07,교육실습Ⅱ,김연숙,"토04 ,05 ,06 ,07 [가상강의실]",2,,,9,40,0
교직필수,전학년,7400653-08,교육실습Ⅱ,이희정,"토04 ,05 ,06 ,07 [가상강의실]",2,,,10,40,0
교직필수,전학년,7400653-09,교육실습Ⅱ,한재영,"토04 ,05 ,06 ,07 [가상강의실]",2,,,9,40,0
교직필수,전학년,7400653-10,교육실습Ⅱ,이재권,"토04 ,05 ,06 ,07 [가상강의실]",2,,,23,40,0
교직필수,전학년,7400653-11,교육실습Ⅱ,형식,"토04 ,05 ,06 ,07 [가상강의실]",2,,,10,40,0
교직필수,전학년,7400653-12,교육실습Ⅱ,금상호,"토04 ,05 ,06 ,07 [가상강의실]",2,,,7,40,0
교직필수,전학년,7400653-13,교육실습Ⅱ,김현주,"토04 ,05 ,06 ,07 [가상강의실]",2,,,15,40,0
일반선택,1학년,0281013-01,해외인턴십 II,최성호,"월01 ,02 ,03 ,04 ,05 ,06 ,07 ,08 ,09 ,10 ,11 ,12 [E3-214(38-214)]",6,,,0,100,0
일반선택,1학년,0281014-01,해외인턴십III,최성호,"화01 ,02 ,03 ,04 ,05 ,06 ,07 ,08 ,09 수01 ,02 ,03 ,04 ,05 ,06 ,07 ,08 ,09 [E3-214(38-214)]",9,,,0,100,0
일반선택,1학년,0281015-01,해외인턴십IV,최성호,"수10 ,11 ,12 ,13 목01 ,02 ,03 ,04 ,05 ,06 ,07 ,08 ,09 ,10 ,11 ,12 ,13 금01 ,02 ,03 ,04 ,05 ,06 ,07 ,08 ,09 ,10 ,11 ,12 ,13 [E3-214(38-214)]",15,,,0,100,0
일반선택,1학년,0281023-01,인턴십 I,최성호,"월01 ,02 ,03 ,04 ,05 화01 ,02 ,03 ,04 ,05 수01 ,02 ,03 ,04 ,05 [E3-214(38-214)]",15,,,0,100,0
일반선택,1학년,0281024-01,인턴십 II,최성호,"토01 ,02 ,03 ,04 [E3-214(38-214)]",3,,,0,100,0
일반선택,4학년,6510118-01,인턴십 I,김용연,토00 [인턴십강의실01],15,,,1,10,0
일반선택,전학년,0280773-01,안보학,정승현,"목00 ,01 ,02 금00 ,01 ,02 [학군2]",3,,,34,80,0
일반선택,전학년,0280775-01,조직리더십,정승현,"목00 ,01 ,02 금00 ,01 ,02 [학군]",3,,,36,80,0
일반선택,전학년,0281021-01,사회봉사 I,김학실,"월05 ,06 [N15-171(57-171)]",1,,,119,350,4.82
일반선택,전학년,0281022-01,사회봉사 II,윤상용,"월08 ,09 [N15-171(57-171)]",2,,,59,350,4.89
일반선택,전학년,0281031-01,다문화사회의 이해,,,3,,,15,20,0
일반선택,전학년,0281032-01,소비문화,,,3,,,3,20,0
일반선택,전학년,0281034-01,글로벌· 다문화 사회와 미래교육,,,3,,,10,20,0
일반선택,전학년,0281036-01,평화사상과통일의길,,,2,,,19,20,5
일반선택,전학년,0281037-01,위험사회와 미래직업,,,3,,,13,20,0
일반선택,전학년,0281038-01,디지털 시대의 영상과 문화,,,3,,,21,20,5
일반선택,전학년,0281039-01,멀티미디어와 교육,,,3,,,12,20,0
일반선택,전학년,0281040-01,분쟁의 세계지리,,,3,,,14,20,0
일반선택,전학년,0281042-01,한옥개론,,,3,,,14,20,0
일반선택,전학년,0281045-01,4차 산업혁명과 수학,,,3,,,16,20,0
일반선택,전학년,0281046-01,심리학 START,,,3,,,26,20,5
일반선택,전학년,0281048-01,강원문화사,,,3,,,14,20,0
일반선택,전학년,0281049-01,바이오섬유소재화학,,,3,,,8,20,0
일반선택,전학년,0281050-01,서양고대철학,,,3,,,18,20,0
일반선택,전학년,0281051-01,화훼산업론,,,3,,,13,20,0
일반선택,전학년,0281052-01,중국고대철학,,,3,,,11,20,0
일반선택,전학년,0281053-01,창업의이해,,,2,,,14,20,0
일반선택,전학년,0281056-01,고사와 성어의 탐구,,,2,,,13,20,0
일반선택,전학년,0281057-01,무역실무,,,3,,,11,20,0
일반선택,전학년,0281058-01,프리젠테이션기법,,,2,,,14,20,0
일반선택,전학년,0281062-01,산업경영의이해,,,2,,,14,20,0
일반선택,전학년,0281063-01,인간커뮤니케이션,,,3,,,15,20,0
일반선택,전학년,0281064-01,도시개발론,,,3,,,14,20,0
일반선택,전학년,0281065-01,주거복지,,,3,,,10,20,0
