강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,단과대학,학과,수강인원,수강정원,강의평점
전공선택,2학년,5960060-01,이산수학,류미수,"월05 수06 ,07 [S1-1-442(40-442)]",3,자연과학대학,수학과,31,55,0
전공필수,2학년,5960072-01,응용선형대수I,정대웅,"화06 수08 ,09 [S1-1-442(40-442)]",3,자연과학대학,수학과,30,55,0
전공선택,3학년,5960003-01,미분기하학II,김세정,"월05 ,06 화02 [S1-1-435(40-435)]",3,자연과학대학,수학과,11,55,0
전공선택,3학년,5960005-01,복소함수론II,김선광,"수07 ,08 목03 [S1-1-435(40-435)]",3,자연과학대학,수학과,12,55,4.67
전공필수,3학년,5960025-01,현대대수학I,류미수,"월07 ,08 목05 [S1-1-435(40-435)]",3,자연과학대학,수학과,28,55,3
전공선택,3학년,5960039-01,위상수학입문,이석종,"화03 목06 ,07 [S1-1-435(40-435)]",3,자연과학대학,수학과,20,55,1
전공필수,3학년,5960062-01,실함수론I 및 실습,지운식,"월02 ,03 화06 ,07 [S1-1-435(40-435)]",3,자연과학대학,수학과,22,55,5
전공선택,3학년,5960078-01,수치해석 및 실습,신재민,"화08 ,09 [S1-1-435(40-435)] 수05 ,06 [S1-1-446(40-446)]",3,자연과학대학,수학과,15,34,0
전공선택,4학년,5960020-01,위상수학II,미지정,"월07 ,08 수07 [S1-1-452(40-452)]",3,자연과학대학,수학과,8,40,0
전공선택,4학년,5960052-01,편미분방정식입문,권오상,"화02 ,03 수06 [S1-1-452(40-452)]",3,자연과학대학,수학과,12,40,4
전공선택,4학년,5960065-01,대수학특강,정대웅,"월06 화08 ,09 [S1-1-452(40-452)]",3,자연과학대학,수학과,12,40,5
전공선택,4학년,5960075-01,수학기반 기초 기계학습,신재민,"목05 ,06 ,07 [S1-1-446(40-446)]",3,자연과학대학,수학과,12,34,0
전공필수,2학년,5961005-01,수리통계학 I,나종화,"화06 ,07 ,08 [S1-5-127(37-127)]",3,자연과학대학,정보통계학과,35,55,0
전공필수,2학년,5961305-01,SAS프로그래밍,정애란,"목05 ,06 ,07 [S1-5-119(37-119)]",3,자연과학대학,정보통계학과,36,45,4.83
전공필수,2학년,5961306-01,표본조사론,정연수,"화01 목01 ,02 [S1-5-127(37-127)]",3,자연과학대학,정보통계학과,36,55,0
전공선택,2학년,5961307-01,미적분학,서민자,"수05 ,06 ,07 [S1-5-127(37-127)]",3,자연과학대학,정보통계학과,32,55,3.67
전공선택,2학년,5961332-01,기초확률론,박선철,"월06 ,07 ,08 [S1-5-127(37-127)]",3,자연과학대학,정보통계학과,37,55,0
전공선택,3학년,5961035-01,통계모의실험,미지정,"월05 ,06 [S1-5-119(37-119)] 화02 ,03 [S1-5-118(37-118)]",3,자연과학대학,정보통계학과,30,40,0
전공선택,3학년,5961040-01,품질관리,정재환,"월07 ,08 ,09 [S1-5-118(37-118)]",3,자연과학대학,정보통계학과,34,40,0
전공선택,3학년,5961312-01,시계열분석,이성덕,"화06 ,07 [S1-5-118(37-118)] 목02 [S1-5-119(37-119)]",3,자연과학대학,정보통계학과,28,40,0
전공선택,3학년,5961313-01,다변량통계분석,나종화,"수06 ,07 ,08 [S1-5-118(37-118)]",3,자연과학대학,정보통계학과,39,40,0
전공필수,3학년,5961326-01,회귀분석,박선철,"수01 ,02 ,03 [S1-5-127(37-127)]",3,자연과학대학,정보통계학과,45,55,0
전공선택,4학년,5961319-01,기계학습,허태영,"월02 ,03 화02 ,03 [S1-5-119(37-119)]",3,자연과학대학,정보통계학과,24,45,2.5
전공선택,4학년,5961320-01,신뢰성통계분석,정대현,"월06 ,07 [S1-5-114(37-114)] 수05 [S1-5-119(37-119)]",3,자연과학대학,정보통계학과,21,40,0
전공선택,4학년,5961322-01,베이지안통계학,미지정,"목06 ,07 ,08 [S1-5-114(37-114)]",3,자연과학대학,정보통계학과,34,40,0
전공선택,4학년,5961336-01,R전산통계,김선우,"화06 ,07 ,08 [S1-5-119(37-119)]",3,자연과학대학,정보통계학과,34,45,0
전공선택,4학년,5961337-01,비모수통계학,정재환,"수06 ,07 ,08 [S1-5-114(37-114)]",3,자연과학대학,정보통계학과,28,40,0
전공선택,2학년,5964041-01,지구물질계 열역학,김윤섭,"화07 ,08 목07 [S1-6-601(36-601)]",3,자연과학대학,지구환경과학과,19,50,2
전공필수,2학년,5964051-01,광물학개론 및 실험,박문재,"화05 ,06 목05 ,06 [S1-6-515(36-515)]",3,자연과학대학,지구환경과학과,23,50,0
전공필수,2학년,5964052-01,층서학 및 실험,이철우,"월07 ,08 수07 ,08 [S1-6-515(36-515)]",3,자연과학대학,지구환경과학과,16,50,0
전공선택,2학년,5964056-01,지질수학,김지수,"화01 ,02 ,03 [S1-6-601(36-601)]",3,자연과학대학,지구환경과학과,19,50,0
전공선택,2학년,5964312-01,결정광학,정원석,"월02 ,03 ,04 [S1-6-613(36-613)]",3,자연과학대학,지구환경과학과,21,40,0
전공선택,3학년,5964020-01,지구화학 및 실험,이인경,"화07 ,08 수05 ,06 [S1-6-618(36-618)]",3,자연과학대학,지구환경과학과,14,50,0
전공선택,3학년,5964044-01,야외지질학,박문재,"월05 ,06 ,07 ,08 [S1-6-601(36-601)]",3,자연과학대학,지구환경과학과,13,50,0
전공선택,3학년,5964045-01,지질도학연습,이철우,"월02 ,03 [S1-6-515(36-515)] 목07 ,08 [S1-6-613(36-613)]",3,자연과학대학,지구환경과학과,20,40,0
전공선택,3학년,5964046-01,변성암석학 및 실험,김윤섭,"화05 ,06 [S1-6-618(36-618)] 목05 ,06 [S1-6-613(36-613)]",3,자연과학대학,지구환경과학과,11,40,0
전공필수,3학년,5964055-01,광상학 및 실험,최상훈,"화02 ,03 수07 ,08 [S1-6-618(36-618)]",3,자연과학대학,지구환경과학과,22,50,0
전공선택,3학년,5964304-01,자원개발공학,김종인,"금07 ,08 ,09 [S1-6-515(36-515)]",3,자연과학대학,지구환경과학과,11,50,0
전공선택,3학년,5964309-01,지질공학(캡스톤디자인),서용석,"수02 ,03 목02 [S1-6-515(36-515)]",3,자연과학대학,지구환경과학과,12,50,0
전공선택,4학년,5964031-01,동위원소환경지질학,이인경,"수07 ,08 ,09 [S1-6-601(36-601)]",3,자연과학대학,지구환경과학과,20,50,0
전공선택,4학년,5964033-01,지반환경물리탐사 및 실습,김지수,"화05 ,06 목05 ,06 [S1-6-601(36-601)]",3,자연과학대학,지구환경과학과,17,50,0
전공선택,4학년,5964034-01,공업교육론,이철우,"월10 ,11 ,12 [S1-6-515(36-515)]",3,자연과학대학,지구환경과학과,3,50,5
전공선택,4학년,5964040-01,터널및 사면설계,문성우,"목01 ,02 ,03 [S1-6-601(36-601)]",3,자연과학대학,지구환경과학과,16,50,0
전공선택,4학년,5964308-01,지체구조학,박문재,"수02 ,03 ,04 [S1-6-618(36-618)]",3,자연과학대학,지구환경과학과,21,50,0
전공선택,2학년,5913005-01,기초천체물리학I,이대영,"화08 ,09 목08 ,09 [S1-4-415(43-415)]",3,자연과학대학,천문우주학과,28,70,4.5
전공필수,2학년,5913015-01,일반천문학및실습I,김경찬,"화02 ,03 수02 ,03 [S1-4-412(43-412)]",3,자연과학대학,천문우주학과,25,40,0
전공선택,2학년,5913021-01,천문응용수학I,김미숙,"목02 ,03 ,04 [S1-4-415(43-415)]",3,자연과학대학,천문우주학과,22,70,3.6
전공필수,2학년,5913025-01,천체관측법및실습I,안홍준,"화10 ,11 ,12 ,13 수05 [S1-4-415(43-415)]",3,자연과학대학,천문우주학과,27,70,3
전공선택,2학년,5913033-01,천문전산학 및 실습,전준혁,"화06 ,07 목06 ,07 [S1-2-108(41-108)]",3,자연과학대학,천문우주학과,19,48,3.5
전공선택,2학년,5913034-01,기초역학,안홍준,"월05 ,06 수06 ,07 [S1-4-415(43-415)]",3,자연과학대학,천문우주학과,24,70,4
전공선택,3학년,5913018-01,천문기기,김영수,"수08 ,09 ,10 ,11 [S1-4-417(43-417)]",3,자연과학대학,천문우주학과,10,60,0
전공필수,3학년,5913039-01,항성천문학 및 실습,서경원,"수02 ,03 금03 ,04 [S1-4-415(43-415)]",3,자연과학대학,천문우주학과,24,70,4
전공선택,3학년,5913043-01,전자기천체물리,최정림,"수05 ,06 ,07 [S1-4-417(43-417)]",3,자연과학대학,천문우주학과,25,60,0
전공선택,3학년,5913044-01,천체역학,허윤정,"화05 ,06 ,07 [S1-4-417(43-417)]",3,자연과학대학,천문우주학과,13,60,1
전공선택,3학년,5913055-01,대기과학,공항진,"월06 ,07 ,08 [S1-4-417(43-417)]",3,자연과학대학,천문우주학과,27,60,5
전공선택,3학년,5913602-01,소형망원경 천문학,김용기,"화02 ,03 목06 ,07 [S1-4-417(43-417)]",3,자연과학대학,천문우주학과,23,60,1
전공선택,3학년,5913606-01,인공지능 천문학I,김대원,"금06 ,07 ,08 ,09 [S1-4-417(43-417)]",3,자연과학대학,천문우주학과,0,60,0
전공필수,4학년,5913042-01,우주과학 및 실습,김경찬,"월02 ,03 목02 ,03 [S1-4-417(43-417)]",3,자연과학대학,천문우주학과,27,60,0
전공필수,2학년,5962011-01,물리화학I,박재우,"화06 목06 ,07 [S1-6-519(36-519)]",3,자연과학대학,화학과,45,60,0
전공필수,2학년,5962025-01,유기화학I,강성민,"화02 ,03 목02 [S1-6-314(36-314)]",3,자연과학대학,화학과,52,110,4.64
전공선택,2학년,5962035-01,화학수학,양민오,"월06 ,07 목03 [S1-6-518(36-518)]",3,자연과학대학,화학과,38,60,3.81
전공선택,3학년,5962003-01,고급유기화학,김민,"화02 ,03 목02 [S1-6-518(36-518)]",3,자연과학대학,화학과,42,60,4.25
전공필수,3학년,5962007-01,무기화학I,김영조,"월06 ,07 화07 [S1-6-314(36-314)]",3,자연과학대학,화학과,47,110,3.08
전공선택,3학년,5962016-01,분석화학II,박준희,"수06 ,07 목05 [S1-6-210(36-210)]",3,자연과학대학,화학과,47,110,0
전공선택,3학년,5962065-01,물리화학III,양민오,"화06 목06 ,07 [S1-6-314(36-314)]",3,자연과학대학,화학과,28,110,0
전공필수,3학년,5962075-01,현대분석화학실험,박준희,"월01 ,02 ,03 ,04 [S1-6-207(36-207)]",2,자연과학대학,화학과,21,50,0
전공필수,3학년,5962075-02,현대분석화학실험,박준희,"수01 ,02 ,03 ,04 [S1-6-207(36-207)]",2,자연과학대학,화학과,23,50,0
전공선택,4학년,5962004-01,고분자화학,김철재,"화06 목06 ,07 [S1-6-518(36-518)]",3,자연과학대학,화학과,35,60,0
전공선택,4학년,5962009-01,물리유기화학,김기태,"월06 ,07 수06 [S1-6-519(36-519)]",3,자연과학대학,화학과,28,60,0
전공선택,4학년,5962020-01,양자화학,미지정,"목02 금02 ,03 [S1-6-519(36-519)]",3,자연과학대학,화학과,4,60,0
전공선택,4학년,5962029-01,전기화학,손운용,"화07 ,08 목05 [S1-6-519(36-519)]",3,자연과학대학,화학과,29,60,5
전공선택,4학년,5962037-01,화학반응속도론,김남준,"월02 ,03 목03 [S1-6-519(36-519)]",3,자연과학대학,화학과,28,60,5
전공선택,4학년,5962043-01,기기분석II,김종원,"월05 수02 ,03 [S1-6-314(36-314)]",3,자연과학대학,화학과,35,110,0
전공선택,4학년,5962055-01,화학과교육론,한재영,"월08 ,09 ,10 [S1-6-517(36-517)]",3,자연과학대학,화학과,0,50,0
전공필수,4학년,5962071-01,유기화학 및 의약화학 실험,김철재,"수06 ,07 ,08 ,09 [S1-6-306(36-306)]",2,자연과학대학,화학과,1,50,0
전공선택,2학년,5114002-01,정보기술의 이해,문현주,"화10 ,11 ,12 [E8-7-435(50-435)]",3,전자정보대학,SW융합부전공,65,60,4
전공선택,2학년,5114003-01,파이썬 프로그래밍,신재혁,"수10 ,11 ,12 ,13 [E9-241(학연241)]",3,전자정보대학,SW융합부전공,57,50,0
전공선택,3학년,5114006-01,IoT 기술과 프로그래밍,주영관,"월10 ,11 ,12 ,13 [E9-241(학연241)]",3,전자정보대학,SW융합부전공,30,50,4
전공선택,3학년,5114007-01,인공지능과 기계학습,황경순,"목10 ,11 ,12 ,13 [E9-241(학연241)]",3,전자정보대학,SW융합부전공,18,50,2.63
전공선택,4학년,5114010-01,빅데이터이해와분석,양종원,"월10 ,11 ,12 ,13 [E9-271(학연271)]",3,전자정보대학,SW융합부전공,42,50,5
전공필수,2학년,5111006-01,자료구조,노서영,"월02 ,03 [S4-1-104(21-104)] 화05 ,06 [S4-1-206(21-206)]",3,전자정보대학,소프트웨어학과,59,40,4.5
전공필수,2학년,5111006-02,자료구조,이의종,"월02 ,03 [S4-1-103(21-103)] 화05 ,06 [S4-1-205(21-205)]",3,전자정보대학,소프트웨어학과,59,40,4.67
전공선택,2학년,5111007-01,객체지향 프로그래밍,최경주,"수01 ,02 [S4-1-104(21-104)] 금01 ,02 [S4-1-206(21-206)]",3,전자정보대학,소프트웨어학과,51,40,4.6
전공선택,2학년,5111007-02,객체지향 프로그래밍,정지훈,"수01 ,02 [S4-1-103(21-103)] 금01 ,02 [S4-1-205(21-205)]",3,전자정보대학,소프트웨어학과,42,40,0
전공선택,2학년,5111008-01,선형대수학,노서영,"월05 ,06 목02 [S4-1-102(21-102)]",3,전자정보대학,소프트웨어학과,57,50,4.42
전공선택,2학년,5111008-02,선형대수학,노서영,"화08 ,09 금03 [S4-1-102(21-102)]",3,전자정보대학,소프트웨어학과,62,50,4.42
전공필수,2학년,5111010-01,컴퓨터구조,전중남,"수03 목07 ,08 [S4-1-104(21-104)]",3,전자정보대학,소프트웨어학과,67,50,5
전공필수,2학년,5111010-02,컴퓨터구조,조희승,"수03 목07 ,08 [S4-1-103(21-103)]",3,전자정보대학,소프트웨어학과,17,50,3.2
전공필수,2학년,5111010-03,컴퓨터구조,이의종,"수03 목07 ,08 [S4-1-102(21-102)]",3,전자정보대학,소프트웨어학과,51,50,4.6
전공선택,2학년,5111083-01,미래설계구현,이의종,"목05 ,06 [E8-10-104(508-104)]",1,전자정보대학,소프트웨어학과,94,108,0
전공선택,2학년,5111084-01,오픈소스기초프로젝트,"강재구, 홍장의","금05 ,06 ,07 ,08 [S4-1-206(21-206)]",2,전자정보대학,소프트웨어학과,48,40,0
전공선택,2학년,5111084-02,오픈소스기초프로젝트,"노서영, 신재혁","금05 ,06 ,07 ,08 [S4-1-205(21-205)]",2,전자정보대학,소프트웨어학과,36,40,0
전공선택,2학년,5111085-01,소프트웨어실전영어,나스리디노프 아지즈,"수05 ,06 [S4-1-103(21-103)]",2,전자정보대학,소프트웨어학과,52,50,3.5
전공필수,3학년,5111015-01,운영체제,이건명,"화06 금02 ,03 [S4-1-104(21-104)]",3,전자정보대학,소프트웨어학과,57,50,5
전공필수,3학년,5111015-02,운영체제,조희승,"화06 금02 ,03 [S4-1-103(21-103)]",3,전자정보대학,소프트웨어학과,40,50,2.63
전공필수,3학년,5111016-01,객체지향 설계,홍장의,"월08 ,09 [S4-1-104(21-104)] 화02 ,03 [S4-1-206(21-206)]",3,전자정보대학,소프트웨어학과,41,40,4.14
전공필수,3학년,5111016-02,객체지향 설계,이종연,"월08 ,09 [S4-1-103(21-103)] 화02 ,03 [S4-1-205(21-205)]",3,전자정보대학,소프트웨어학과,21,40,1.1
전공필수,3학년,5111016-03,객체지향 설계,이의종,"월08 ,09 [S4-1-102(21-102)] 화02 ,03 [S4-1-204(21-204)]",3,전자정보대학,소프트웨어학과,45,40,4.67
전공선택,3학년,5111023-01,컴파일러,이재성,"수02 ,03 [S4-1-106(21-106)] 목07 ,08 [S4-1-206(21-206)]",3,전자정보대학,소프트웨어학과,54,50,4.71
전공선택,3학년,5111025-01,컴퓨터네트워크,전중남,"화07 ,08 목02 [S4-1-106(21-106)]",3,전자정보대학,소프트웨어학과,68,50,0
전공선택,3학년,5111071-01,오픈소스전문프로젝트,강재구,"수05 ,06 ,07 ,08 [S4-1-204(21-204)]",2,전자정보대학,소프트웨어학과,46,40,4.9
전공선택,3학년,5111071-02,오픈소스전문프로젝트,황경순,"수05 ,06 ,07 ,08 [S4-1-201(21-201)]",2,전자정보대학,소프트웨어학과,33,40,2
전공선택,3학년,5111087-01,오픈소스 웹소프트웨어,류관희,"월02 ,03 [S4-1-206(21-206)] 금05 ,06 [S4-1-106(21-106)]",3,전자정보대학,소프트웨어학과,27,40,4.17
전공선택,3학년,5111087-02,오픈소스 웹소프트웨어,나스리디노프 아지즈,"월02 ,03 [S4-1-205(21-205)] 금05 ,06 [S4-1-102(21-102)]",3,전자정보대학,소프트웨어학과,44,40,3.6
전공선택,3학년,5111088-01,창업기획,홍장의,"목05 ,06 [E9-105F(학연105F)]",1,전자정보대학,소프트웨어학과,93,200,0
전공선택,4학년,5100012-05,창업산학초청세미나Ⅰ,최경주,"목08 ,09 [E9-105F(학연105F)]",1,전자정보대학,소프트웨어학과,62,200,0
전공선택,4학년,5111031-01,임베디드시스템,조희승,"화08 ,09 [S4-1-104(21-104)] 수05 ,06 [S4-1-206(21-206)]",3,전자정보대학,소프트웨어학과,24,40,2.75
전공선택,4학년,5111032-01,영상처리,최경주,"월01 ,02 목01 [S4-1-102(21-102)]",3,전자정보대학,소프트웨어학과,46,50,4.5
전공선택,4학년,5111073-01,빅데이터시스템설계,나스리디노프 아지즈,"화02 ,03 [S4-1-104(21-104)] 수08 ,09 [S4-1-206(21-206)]",3,전자정보대학,소프트웨어학과,57,40,5
전공선택,4학년,5111078-01,기계학습,이건명,"월05 ,06 목07 [S4-1-106(21-106)]",3,전자정보대학,소프트웨어학과,46,50,4.67
전공선택,4학년,5111078-02,기계학습,정지훈,"월05 ,06 목07 [S4-1-101(21-101)]",3,전자정보대학,소프트웨어학과,30,40,0
전공필수,4학년,5111090-01,캡스톤디자인,최경주,"금05 ,06 ,07 ,08 [S4-1-204(21-204)]",2,전자정보대학,소프트웨어학과,51,40,5
전공필수,4학년,5111090-02,캡스톤디자인,이종연,"금05 ,06 ,07 ,08 [S4-1-201(21-201)]",2,전자정보대학,소프트웨어학과,41,40,1.25
전공선택,4학년,5111093-01,정보·컴퓨터교재연구및지도법,이상호,"월01 ,02 ,03 [S4-1-101(21-101)]",3,전자정보대학,소프트웨어학과,5,30,0
전공필수,1학년,5118001-01,이산수학,정지훈,"금05 ,06 ,07 [S4-1-104(21-104)]",3,전자정보대학,소프트웨어학부,59,50,0
전공필수,1학년,5118001-02,이산수학,이병훈,"금05 ,06 ,07 [S4-1-103(21-103)]",3,전자정보대학,소프트웨어학부,65,50,0
전공선택,1학년,5118002-01,미래설계탐색,최경주,"목05 ,06 [S1-4-111(43-111)]",1,전자정보대학,소프트웨어학부,88,315,4.75
전공선택,1학년,5100001-01,창의공학설계I,권오민,"금01 ,02 ,03 ,04 [E9-641(학연641)]",2,전자정보대학,전기공학부,20,20,4.33
전공선택,1학년,5100001-02,창의공학설계I,권오민,"금06 ,07 ,08 ,09 [E9-643(학연643)]",2,전자정보대학,전기공학부,19,20,4.33
전공선택,1학년,5100001-03,창의공학설계I,김명진,"금01 ,02 ,03 ,04 [E9-643(학연643)]",2,전자정보대학,전기공학부,23,20,4.38
전공필수,1학년,5106047-01,미래설계 I,윤재중,월11 [E8-7-342(50-342)],0,전자정보대학,전기공학부,69,80,4.83
전공필수,2학년,5106001-01,전자기학 I,고창섭,"화02 ,03 목03 [E8-7-307(50-307)]",3,전자정보대학,전기공학부,40,35,3.33
전공필수,2학년,5106001-02,전자기학 I,윤남식,"화03 수08 ,09 [E8-3-374(46-374)]",3,전자정보대학,전기공학부,34,35,4.1
전공필수,2학년,5106002-01,회로이론 I,김재언,"화01 목01 ,02 [E8-7-336(50-336)]",3,전자정보대학,전기공학부,27,35,3.11
전공필수,2학년,5106002-02,회로이론 I,권오민,"화01 목01 ,02 [E8-3-374(46-374)]",3,전자정보대학,전기공학부,43,35,4.2
전공필수,2학년,5106004-01,공학수학 I,윤남식,"수03 목07 ,08 [E8-3-374(46-374)]",3,전자정보대학,전기공학부,38,35,4.22
전공필수,2학년,5106004-02,공학수학 I,윤재중,"월02 ,03 화02 [E8-3-374(46-374)]",3,전자정보대학,전기공학부,35,35,4.14
전공선택,2학년,5106005-01,디지털공학,홍종필,"월06 ,07 수08 [E8-7-336(50-336)]",3,전자정보대학,전기공학부,37,35,4.14
전공선택,2학년,5106005-02,디지털공학,홍종필,"월09 수02 ,03 [E8-7-342(50-342)]",3,전자정보대학,전기공학부,38,35,4.14
전공선택,2학년,5106006-01,확률및통계,권오민,"화06 ,07 목06 [E8-7-342(50-342)]",3,전자정보대학,전기공학부,50,50,3.85
전공필수,2학년,5106045-01,기초회로 및 디지털실험 I,윤재중,"금06 ,07 ,08 ,09 [E9-671(학연671)]",2,전자정보대학,전기공학부,25,20,0
전공필수,2학년,5106045-02,기초회로 및 디지털실험 I,김재언,"금01 ,02 ,03 ,04 [E9-671(학연671)]",2,전자정보대학,전기공학부,23,20,0
전공필수,2학년,5106045-03,기초회로 및 디지털실험 I,홍종필,"금06 ,07 ,08 ,09 [E9-673(학연673)]",2,전자정보대학,전기공학부,19,20,3
전공필수,2학년,5106049-01,미래설계 III,홍종필,월10 [E8-7-342(50-342)],0,전자정보대학,전기공학부,65,80,4.8
전공선택,2학년,5106053-01,전기물리,윤남식,"화08 ,09 수06 [E8-3-374(46-374)]",3,전자정보대학,전기공학부,36,35,0
전공필수,3학년,5106014-01,전자회로 I,박근형,"월06 ,07 수06 [E8-7-342(50-342)]",3,전자정보대학,전기공학부,69,50,3.67
전공필수,3학년,5106015-01,전자회로실험 I,홍종필,"월01 ,02 ,03 ,04 [E9-604(학연604)]",2,전자정보대학,전기공학부,17,20,0
전공필수,3학년,5106015-02,전자회로실험 I,김명진,"월01 ,02 ,03 ,04 [E9-605(학연605)]",2,전자정보대학,전기공학부,24,20,4
전공필수,3학년,5106015-03,전자회로실험 I,윤재중,"금01 ,02 ,03 ,04 [E9-605(학연605)]",2,전자정보대학,전기공학부,23,20,0
전공선택,3학년,5106016-01,신호 및 시스템,김성수,"월05 목01 ,02 [E8-7-342(50-342)]",3,전자정보대학,전기공학부,47,50,5
전공선택,3학년,5106017-01,자동제어,권오민,"화02 ,03 목03 [E8-7-342(50-342)]",3,전자정보대학,전기공학부,66,50,4.5
전공선택,3학년,5106018-01,전력공학,김재언,"월09 화06 ,07 [E8-7-336(50-336)]",3,전자정보대학,전기공학부,53,40,3
전공선택,3학년,5106019-01,전기물성,김명진,"월08 화08 ,09 [E8-7-342(50-342)]",3,전자정보대학,전기공학부,62,50,5
전공선택,3학년,5106021-01,플라즈마공학,윤남식,"목05 금06 ,07 [E8-3-374(46-374)]",3,전자정보대학,전기공학부,33,35,5
전공필수,3학년,5106051-01,미래설계 V,김재언,화10 [E8-7-342(50-342)],0,전자정보대학,전기공학부,58,80,0
전공선택,4학년,5100012-02,창업산학초청세미나Ⅰ,고창섭,"목08 ,09 [E9-105B(학연105B)]",1,전자정보대학,전기공학부,52,200,0
전공선택,4학년,5106031-01,전기기기제어,윤재중,"월06 ,07 화06 [E8-3-374(46-374)]",3,전자정보대학,전기공학부,42,40,0
전공선택,4학년,5106032-01,전기기기 II,고창섭,"월03 수08 ,09 [E8-7-307(50-307)]",3,전자정보대학,전기공학부,61,50,5
전공선택,4학년,5106033-01,통신공학 I,김성수,"월01 ,02 수03 [E8-7-336(50-336)]",3,전자정보대학,전기공학부,38,40,5
전공선택,4학년,5106034-01,디지털신호처리,김성수,"수01 ,02 목03 [E8-7-336(50-336)]",3,전자정보대학,전기공학부,16,40,0
전공선택,4학년,5106035-01,신재생에너지시스템,김재언,"월05 화02 ,03 [E8-3-370(46-370)]",3,전자정보대학,전기공학부,42,30,4.33
전공필수,4학년,5106052-01,미래설계 VI,김명진,"수10 ,11 ,12 [E8-7-342(50-342)]",0,전자정보대학,전기공학부,72,80,1
전공필수,2학년,5116001-01,공학수학Ⅰ,반유석,"화02 ,03 [E8-7-440(50-440)] 목05 [E8-7-307(50-307)]",3,전자정보대학,전자공학부,47,40,0
전공필수,2학년,5116002-01,회로이론Ⅰ,서재원,"월02 ,03 목02 [E8-7-442(50-442)]",3,전자정보대학,전자공학부,51,35,0
전공필수,2학년,5116003-01,전자기학Ⅰ,심상훈,"화06 목08 ,09 [E8-7-442(50-442)]",3,전자정보대학,전자공학부,51,35,0
전공선택,2학년,5116004-01,선형대수,서보석,"월08 ,09 목03 [E8-7-442(50-442)]",3,전자정보대학,전자공학부,25,40,0
전공선택,2학년,5116005-01,디지털공학,반유석,"화08 ,09 [E8-7-440(50-440)] 수07 [E8-7-439(50-439)]",3,전자정보대학,전자공학부,53,40,0
전공선택,2학년,5116006-01,고급컴퓨터프로그래밍,김승구,"월06 ,07 수08 ,09 [교육120]",3,전자정보대학,전자공학부,43,30,4.43
전공필수,2학년,5117001-01,회로이론Ⅰ,박근형,"월02 수02 ,03 [E8-7-439(50-439)]",3,전자정보대학,전자공학부,60,40,0
전공필수,2학년,5117002-01,디지털공학,백돈규,"화08 ,09 수07 [E8-7-334(50-334)]",3,전자정보대학,전자공학부,49,40,4.6
전공필수,2학년,5117003-01,물리전자,강문희,"수05 ,06 목03 [E8-7-440(50-440)]",3,전자정보대학,전자공학부,75,40,4.75
전공필수,2학년,5117004-01,전자기학,박준영,"화06 [E8-7-333(50-333)] 목08 ,09 [E8-7-334(50-334)]",3,전자정보대학,전자공학부,53,40,0
전공필수,2학년,5117005-01,공학수학,강문희,"화02 ,03 [E8-7-442(50-442)] 목07 [E8-7-440(50-440)]",3,전자정보대학,전자공학부,61,35,0
전공선택,2학년,5117006-01,고급컴퓨터프로그래밍,백돈규,"월06 ,07 수08 ,09 [교육218]",3,전자정보대학,전자공학부,43,30,0
전공필수,3학년,5107015-01,전자회로 I,김영석,"화02 ,03 목02 [E8-7-334(50-334)]",3,전자정보대학,전자공학부,36,40,5
전공필수,3학년,5107015-02,전자회로 I,양병도,"화06 [E8-7-334(50-334)] 목08 ,09 [E8-7-307(50-307)]",3,전자정보대학,전자공학부,49,40,4.2
전공필수,3학년,5107015-03,전자회로 I,김형원,"화06 목08 ,09 [E8-7-309(50-309)]",3,전자정보대학,전자공학부,40,40,0
전공선택,3학년,5107017-01,신호 및 시스템,전명근,"월07 ,08 [E8-7-334(50-334)] 목07 [E8-7-439(50-439)]",3,전자정보대학,전자공학부,36,40,5
전공선택,3학년,5107017-02,신호 및 시스템,권오욱,"수08 ,09 목07 [E8-7-442(50-442)]",3,전자정보대학,전자공학부,43,35,3.33
전공선택,3학년,5107017-03,신호 및 시스템,서재원,"수08 ,09 목08 [E8-7-333(50-333)]",3,전자정보대학,전자공학부,28,40,3.29
전공선택,3학년,5107018-01,자료구조 및 알고리즘,박태형,"화02 ,03 목02 [교육318]",3,전자정보대학,전자공학부,38,40,5
전공선택,3학년,5107019-01,자동제어I,김영철,"수05 ,06 목06 [E8-7-334(50-334)]",3,전자정보대학,전자공학부,40,40,4.5
전공선택,3학년,5107019-02,자동제어I,김진훈,"화05 목05 ,06 [E8-7-442(50-442)]",3,전자정보대학,전자공학부,48,35,4
전공선택,3학년,5107019-03,자동제어I,반유석,"수05 ,06 목06 [E8-7-333(50-333)]",3,전자정보대학,전자공학부,39,40,0
전공선택,3학년,5107021-01,반도체소자,이형규,"화07 ,08 ,09 [E8-7-305(50-305)]",3,전자정보대학,전자공학부,29,30,4
전공선택,3학년,5107021-03,반도체소자,박준영,"화07 ,08 수07 [E8-7-309(50-309)]",3,전자정보대학,전자공학부,45,40,5
전공선택,3학년,5107028-01,마이크로프로세서,김승구,"월01 ,02 ,03 ,04 [교육418]",3,전자정보대학,전자공학부,31,35,3.33
전공선택,3학년,5107028-02,마이크로프로세서,기석철,"월01 ,02 ,03 ,04 [교육218]",3,전자정보대학,전자공학부,30,35,4
